ID	HeadCS
HC-d5-14 	10.3784242295042
HC-d5-15 	11.9780880703339
HC-d5-16 	11.2447148775935
HC-d5-17 	11.835742402864
HC-d5-18 	12.0246138799218
HC-d5-19 	10.8363557843836
HC-d5-20 	11.1216594984364
TC-d14-01 	13.6374779992878
TC-d14-02 	12.8653443900431
TC-d14-03 	14.0648342471585
TC-d14-04 	13.4705338432827
TC-d14-05 	13.5118369856835
TC-d14-06 	14.5967254293949
TC-d14-07 	11.9108996597225
TC-d14-08 	14.4878117750731
TC-d14-09 	13.8527672261611
TC-d14-10 	14.3121978590062
TC-d14-11 	13.9149945340737
TC-d14-12 	13.4422830437395
TC-d14-13 	14.6537075303273
TC-d14-14 	14.2890958705567
TC-d14-15 	15.0576673000487
TC-d14-16 	14.4441273197133
TC-d14-17 	13.6625817537817
TC-d14-18 	13.0594781499767
TC-d14-19 	15.0436460710478
TC-d14-20 	13.8226781743986
TC-d14-21 	14.9558787523483
TC-d14-22 	14.6567158434354
TC-d14-23 	14.9096967414266
TC-d14-24 	14.9962683713942
HT-d14-01 	22.8623320145698
HT-d14-03 	20.3184832604165
HT-d14-04 	20.5431517616574
HT-d14-05 	18.2617635058352
HT-d14-06 	23.8953146611589
HT-d14-07 	19.1340219883517
HT-d14-08 	21.1368750923345
HT-d14-09 	23.1260902880346
HT-d14-10 	18.8289632800568
HT-d14-11 	21.489221772513
HT-d14-12 	19.9728263879836
HT-d14-13 	20.8907835783708
HT-d14-14 	20.5669831363642
HT-d14-15 	20.7740777859474
HT-d14-16 	19.7483666098581
HT-d14-17 	21.2200985891348
HT-d14-18 	21.4894270447278
HT-d14-19 	16.3700798488911
HT-d14-20 	21.5484046630412
TC-d5-01 	12.4559718740528
TC-d5-02 	11.2544896850698
TC-d5-03 	12.5671417506501
TC-d5-04 	13.3864448989489
TC-d5-05 	12.9507358202935
TC-d5-06 	13.1767545602813
TC-d5-07 	11.957087649894
TC-d5-08 	13.2143971588884
TC-d5-09 	13.0162109582888
TC-d5-10 	11.9157447454508
TC-d5-11 	11.988065261151
TC-d5-12 	11.4515620509554
TC-d5-13 	12.7633565615176
TC-d5-14 	12.645668630905
TC-d5-15 	13.2946457980918
TC-d5-16 	12.9120347708869
TC-d5-17 	12.2713964901562
TC-d5-18 	12.4063748179843
TC-d5-19 	13.670310906856
TC-d5-20 	12.7284317075916
TC-d5-21 	13.31486891178
TC-d5-22 	12.6849229296605
TC-d5-23 	12.5879129002285
TC-d5-24 	13.7151690347808
KC-d14-01 	12.320131146154
KC-d14-02 	11.8098476355816
KC-d14-03 	9.78320243016768
KC-d14-04 	10.5767239826312
KC-d14-05 	11.8401985592247
KC-d14-06 	12.3553284356068
KC-d14-07 	11.3913367982046
KC-d14-08 	12.3898895589787
KC-d14-09 	10.5665371050837
KC-d14-10 	12.0681215376535
KC-d14-11 	10.7231956041605
KC-d14-12 	10.8112257451741
KC-d14-13 	11.2487869900384
KC-d14-14 	10.2377893600611
KC-d14-15 	13.4715543074274
KC-d14-16 	9.52408017550731
KC-d14-17 	11.0787687905838
KC-d14-18 	12.234718518576
KC-d14-19 	10.2487811241441
KC-d14-20 	12.8239719961287
KC-d14-21 	12.0056573621565
KC-d14-22 	12.5131481126896
KC-d14-23 	10.2819753533844
KC-d14-24 	11.8824553850448
TT-d14-01 	15.5251880933084
TT-d14-02 	17.9398321346365
TT-d14-03 	20.2019311697338
TT-d14-04 	16.5144645908241
TT-d14-05 	18.7279759892881
TT-d14-06 	13.8266207712386
TT-d14-07 	22.8640881050425
TT-d14-08 	19.0353245045423
TT-d14-09 	13.9739679060642
TT-d14-10 	16.2760742741477
TT-d14-11 	20.229556291797
TT-d14-12 	15.7754513380738
TT-d14-13 	19.7485431158255
TT-d14-14 	19.9473950190633
TT-d14-15 	19.8090934076228
TT-d14-16 	14.0061757658199
TT-d14-17 	18.2342186231319
TT-d14-18 	18.214934483282
TT-d14-19 	14.1146808214253
TT-d14-20 	15.6129184445762
TT-d14-21 	19.0444834925165
TT-d14-22 	20.7818649046322
KC-d5-01 	12.1931235671636
KC-d5-02 	12.7197596711041
KC-d5-03 	9.70181014367743
KC-d5-04 	10.1345768703625
KC-d5-05 	11.1217340499559
KC-d5-06 	11.4652514995188
KC-d5-07 	10.1322853666265
KC-d5-08 	10.4339029327476
KC-d5-09 	9.48594852091897
KC-d5-10 	10.881334002897
KC-d5-11 	10.5187934613815
KC-d5-12 	10.2265181952585
KC-d5-13 	9.83312382785038
KC-d5-14 	9.84579838020007
KC-d5-15 	11.0254829770749
KC-d5-16 	9.22436733088418
KC-d5-17 	10.0818433491411
KC-d5-18 	11.0306661169999
KC-d5-19 	9.77302382273615
KC-d5-20 	11.7785212884607
KC-d5-21 	11.0633871272567
KC-d5-22 	11.2151915875902
KC-d5-23 	10.2903999187043
KC-d5-24 	10.3336671531735
